objectid,title,creator,creator_title,date,description,subject,type,format,language,identifier,filename_og,display_template,image_large,image_small,image_thumb,object location,collection,location,latitude,longitude,source,format original,type-og,identifier-og,language,rights,rightsstatement
cb190,Cotera - 1977 - IWY - NWC - Wiener Book,Unknown,,1977,"Photograph shows Martha Cotera at the 1977 International Women's Year National Women's Conference in Houston, Texas. Taken from Wiener's Book.", Martha Cotera; Cotera Archive; Martha Cotera Collection; 1977; International Women's Year; National Women's Conference; Wiener; Houston; Texas Coordinating Committee,Image;Stillimage,image/png,,1977iwynwccoterawienerbook.png,1977-IWY-NWC-cotera-wiener-book.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/1977iwynwccoterawienerbook.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/1977iwynwccoterawienerbook.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/1977iwynwccoterawienerbook.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/1977iwynwccoterawienerbook.png,Unknown,,,,Martha Cotera Collection,1146x793,Photograph,1997-IWY-NWC-cotera-wiener-book.jpg,,Unknown,
cb188,1977 - Martha Cotera - IWY - NWC,Unknown,,1977,"Photograph shows Martha Cotera at the 1977 International Women's Year National Women's Conference in Houston, Texas.", Martha Cotera; Cotera Archive; Martha Cotera Collection; 1977; International Women's Year; National Women's Conference; Houston; texas,Image;Stillimage,image/png,,1977mciwynwc.png,1977-MC-IWY-NWC.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/1977mciwynwc.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/1977mciwynwc.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/1977mciwynwc.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/1977mciwynwc.png,Unknown,,,,Martha Cotera Collection,839x553,Photograph,1977-mc-iwy-nwc.png,,Unknown,
cb236,Barbara Carrasco's Mother's Graduation Photograph,Unknown,,Unknown,Black-and-white portrait of Barbara Carrasco's mother's graduation,Barbara Carrasco; Photograph; Carrasco Archive;  Carrasco mother; BE,Image;Stillimage,image/png,,1dd0189ae8b3424288648d3593140ad8.png,1dd0189a-e8b3-4242-8864-8d3593140ad8.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/1dd0189ae8b3424288648d3593140ad8.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/1dd0189ae8b3424288648d3593140ad8.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/1dd0189ae8b3424288648d3593140ad8.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/1dd0189ae8b3424288648d3593140ad8.png,Barbara Carrasco,,,,Barbara Carrasco,Unknown,Photograph,Mom_HS jpg,,Unknown,
cb174,Picture of Chicana Group at Western Michigan University,Unknown,,1972,"Chicana Group at Western Michigan University having a party for Emily Cantu, Juana is in back row.",1970s; 1972;  jesse gonzales; juana Gonzales; juana gonzales collection; Photograph; tdkdsr; western michigan university,Image;Stillimage,image/png,,2.png,2.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/2.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/2.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/2.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/2.png,,,,,Juana Gonzales,3521x2797,Photograph,216JG_112115_003_a.tiff,,Unknown,
cb077,2018 Photograph by Jesse Moya,Jesse Moya,,,"Photograph of Enriqueta Vasquez by Jesse Moya, from the article ""Las Pistoleras celebrates Women's History Month in Taos."" https://www.taosnews.com/stories/las-pistoleras-celebrates-womens-history-month-in-taos,46523.",,Image;Stillimage,image/jpg,,2018022817303567908.jpg,20180228-173035-67908.jpg,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/2018022817303567908.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/2018022817303567908.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/2018022817303567908.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/2018022817303567908.jpg,,,,,Enriqueta Vasquez,"ex: 8.5"" by 11""",Photograph,,,Jesse Moya,
cb198,Yolanda Alaniz,,,,Vibrant picture of Yolanda Alaniz (in purple) dining with friends,,Image;Stillimage,image/png,,20649519ea7144b6ab4e3c0aac136d1e.png,20649519-ea71-44b6-ab4e-3c0aac136d1e.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/20649519ea7144b6ab4e3c0aac136d1e.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/20649519ea7144b6ab4e3c0aac136d1e.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/20649519ea7144b6ab4e3c0aac136d1e.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/20649519ea7144b6ab4e3c0aac136d1e.png,,,,,Yolanda Alaniz,2.87 MB,Image,,,,
cb170,"Letter to Juana Gonzales from Jesse Gonzales, 1974",Jesse Gonzales,,1974,Letter from Jesse Gonzales to Juana Gonzales in 1974.,juana Gonzales; juana gonzales collection;  tdkdsr; Letter; jesse gonzales; 1974; 1970s,Image;Stillimage,image/jpg,,216jg1121150011(595x800).jpg,216JG_112115_0011 (595x800).jpg,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150011(595x800).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150011(595x800).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150011(595x800).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150011(595x800).jpg,Juana Gonzales,,,,Juana Gonzales,"7.5""x10""",Letter,216JG_112115_0011.jpg,,Jesse Gonzales,
cb165,Juana Gonzales's Buttons: Boycott Buttons,Unknown,,1970s,"13 buttons from Juana Gonzales's collection. Includes: F.L.O.C. - Hasta La Victoria, I'm Fasting-to protest the use of toxic pesticides on California Table Grapes, No Violencia Es Nuestra Fuerza, Michigan and I Support-1927-1993-Cesar Chavez, Unidos Ganaremos, The Wrath of Grapes, Viva La Huelga, Boycott Non-UFW Grapes, Lucha por Justicia sin Violencia-Cesar Chavez-La Foundacion de Chavez, Viva La Mujer, Boycott Grapes-Huelga, Don't Buy Red Coach Lettuce.",juana Gonzales; juana gonzales collection;  tdkdsr; buttons; Farm Labor Organization Community; Hasta La Victoria; Grape Boycott; united farm workers; No Violencia Es Nuestra Fuerza; The Wrath of Grapes; Unidos Ganaremos; Cesar Chavez; Viva La Huelga; Viva La Mujer; La Fundacion de Chavez; huelga,Image;Stillimage,image/jpg,,216jg1121150021(578x800).jpg,216JG_112115_0021 (578x800).jpg,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150021(578x800).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150021(578x800).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150021(578x800).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150021(578x800).jpg,Juana Gonzales,,,,Juana Gonzales,"2""x2""",Buttons,216JG_112115_0021.jpg,,Unknown,
cb164,Voting Credential NEA Women's Caucus Membership,Unknown,,2000s,Voting Credential Card for Juana Gonzales from the NEA (National Education Association) Women's Caucus.,juana Gonzales; juana gonzales collection;  tdkdsr; voting card; 2002; NEA Women's Caucus; National Education Association; 2000s,Image;Stillimage,image/jpg,,216jg1121150023(800x404).jpg,216JG_112115_0023 (800x404).jpg,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150023(800x404).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150023(800x404).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150023(800x404).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150023(800x404).jpg,Juana Gonzales,,,,Juana Gonzales,"3.3""x2""",Voting Card,216JG_112115_0023.tiff,,Unknown,
cb163,Cover of Crystal Apple Awards Program 2003,"College of Education, Michigan State University",,2003,Cover of Crystal Apple Awards program from 2003 when Juana Gonzales received award.,juana Gonzales; juana gonzales collection;  tdkdsr; Crystal Apple Award; 2003; michigan state university; Event Program; 2000s,Image;Stillimage,image/jpg,,216jg1121150024a(555x800).jpg,216JG_112115_0024_a (555x800).jpg,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150024a(555x800).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150024a(555x800).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150024a(555x800).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150024a(555x800).jpg,Juana Gonzales,,,,Juana Gonzales,"7""x10.5""",Event Program,216JG_112115_0024_a.tiff,,"College of Education, Michigan State University",
cb169,Picture of Chicana Group Meeting 1,Unknown,,1974,"Image of Chicana meeting, December 1974.",juana Gonzales; juana gonzales collection;  tdkdsr; Photograph; 1974; 1970s 1978 Cotera Archive  elections March Against police Brutality Martha Cotera Newsletter RUP,Image;Stillimage,image/jpg,,216jg1121150026(800x751).jpg,216JG_112115_0026 (800x751).jpg,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150026(800x751).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150026(800x751).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150026(800x751).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150026(800x751).jpg,Juana Gonzales,,,,Juana Gonzales,"3.5""x3.5""",Photograph,216JG_112115_0026.jpg,,Unknown,
cb168,Portrait from Juana and Jesse Gonzales's Wedding 1,Unknown,,1974,Portrait from Juana and Jesse Gonzales's Wedding in 1974.,juana Gonzales; juana gonzales collection;  tdkdsr; Photograph; 1974; 1970s; jesse gonzales,Image;Stillimage,image/jpg,,216jg1121150031(774x800).jpg,216JG_112115_0031 (774x800).jpg,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150031(774x800).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150031(774x800).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150031(774x800).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150031(774x800).jpg,Juana Gonzales,,,,Juana Gonzales,"3.5""x3.5""",Photograph,216JG_112115_0031.jpg,,Unknown,
cb167,Photograph of Juana Gonzales Teaching 1,Unknown,,1995,Portrait of Juana Gonzales teaching.,juana Gonzales; juana gonzales collection;  tdkdsr; 1995; 1990s; Photograph,Image;Stillimage,image/jpg,,216jg1121150033(800x544).jpg,216JG_112115_0033 (800x544).jpg,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150033(800x544).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150033(800x544).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150033(800x544).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg1121150033(800x544).jpg,Juana Gonzales,,,,Juana Gonzales,"5""x7""",Photograph,216JG_112115_0033.jpg,,Unknown,
cb172,Newspaper Photograph from The Mercedes Enterprise of Juan and Josefa De Los Santos,The Mercedes Enterprise,,1996,Family photo appearing in newspaper article of 50th wedding anniversary of Juana's parents.,juana Gonzales; juana gonzales collection;  tdkdsr; 1996; newspaper; The Mercedes Enterprise; Mercedes; texas; Josefa De Los Santos; Juan De Los Santos; jesse gonzales; 1990s,Image;Stillimage,image/jpg,,216jg112115008a(740x800).jpg,216JG_112115_008_a (740x800).jpg,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg112115008a(740x800).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg112115008a(740x800).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg112115008a(740x800).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg112115008a(740x800).jpg,Juana Gonzales,,,,Juana Gonzales,"13""x10""",Newspaper Article,216JG_112115_008_a.jpg,,The Mercedes Enterprise,
cb171,Photograph of De Los Santos Children,Unknown,,1959,Picture of eight out of the eleven De Los Santos children. Juana is the second from the right.,juana Gonzales; juana gonzales collection;  tdkdsr; 1959; Photograph; De Los Santos Family; 1950s,Image;Stillimage,image/jpg,,216jg112115009.jpg(800x510).jpg,216JG_112115_009.jpg (800x510).jpg,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg112115009.jpg(800x510).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg112115009.jpg(800x510).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg112115009.jpg(800x510).jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/216jg112115009.jpg(800x510).jpg,Juana Gonzales,,,,Juana Gonzales,"3.5""x5""",Photograph,216JG_112115_009.jpg,,Unknown,
cb197,My Politics Is Me,Yolanda Alaniz,,,First page of a 4 page length document in which Yolanda expresses her political views and why she is a self proclaimed feminist socialist.,Chicana politics; feminist; socialist,Image;Stillimage,image/png,,2868b5ec5c5d4cc68871ca812bf27326.png,2868b5ec-5c5d-4cc6-8871-ca812bf27326.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/2868b5ec5c5d4cc68871ca812bf27326.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/2868b5ec5c5d4cc68871ca812bf27326.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/2868b5ec5c5d4cc68871ca812bf27326.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/2868b5ec5c5d4cc68871ca812bf27326.png,,,,,Yolanda Alaniz,266.01 KB,Document,,,Yolanda Alaniz,
cb300,Los Repatriados Letter,Elena Herrada,,2001,"PDF of a letter, written by Elena Herrada, which outlines Los Repatriados oral history project and invites people to participate. It gives historical background on the repatriation of Mexican-Americans and immigrants and recounts Herrada's grandfather's experiences.",elena herrada;  Herrada Archive; Tina and Jasmine; repatriation; Los Repatriados; Walter Ruether Library; Wayne State University; -Boricua Studies; Ford Motor Company; Great Depression; detroit; Michigan; WPA; Detroit Latino History Project; immigration; deportation; 1930's; 2001,Image;Stillimage,image/png,,2e1a9f569e1240ab818f4aaddb36f557.png,2e1a9f56-9e12-40ab-818f-4aaddb36f557.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/2e1a9f569e1240ab818f4aaddb36f557.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/2e1a9f569e1240ab818f4aaddb36f557.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/2e1a9f569e1240ab818f4aaddb36f557.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/2e1a9f569e1240ab818f4aaddb36f557.png,,,,,Elena Herrada,"8.5"" x 11""",pdf,101EH_010113_28_a.pdf,,Elena Herrada,
cb162,MANA De Michigan Recognition of Outstanding Accomplishments Award 1998,N/A,,1998,Angela Reyes was presented this award for her accomplishments and devotion to the youth of Southwest Detroit by MANA De Michigan.,Angela Reyes; 1998; MANA De Michigan,Image;Stillimage,image/png,,2e436f61dcfa4f0ea759f7fe1245aac3.png,2e436f61-dcfa-4f0e-a759-f7fe1245aac3.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/2e436f61dcfa4f0ea759f7fe1245aac3.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/2e436f61dcfa4f0ea759f7fe1245aac3.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/2e436f61dcfa4f0ea759f7fe1245aac3.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/2e436f61dcfa4f0ea759f7fe1245aac3.png,,,,,Angela Reyes,N/A,photo,215AR_110815009.jpg,,N/A,
cb173,Ballet Folklorico of University of Michigan,Unknown,,1972,"Performance of the Ballet Folklorico at the University of Michigan, 1974. Juana in the background, dancing.",1970s; 1972;  jesse gonzales; juana Gonzales; juana gonzales collection; Photograph; tdkdsr; university of michigan,Image;Stillimage,image/png,,3.png,3.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/3.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/3.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/3.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/3.png,,,,,Juana Gonzales,2706x3529,Photograph,216JG_112115_004.tiff,,Unknown,
cb075,"Playing the mandolin, Enriqueta Vasquez",,,11/1/2001,"Black and white photograph of Enriqueta playing mandolin, date on copy Nov 2001, address of Annette S. Montoya",Enriqueta Vasquez; Photocopy; Photograph; 2001; 2000s; music; Vasquez archive; JAG; ,Image;Stillimage,image/jpg,,306ev081218001.jpg,306EV_081218_001.jpg,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev081218001.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev081218001.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev081218001.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev081218001.jpg,Enriqueta Vasquez,,,,Enriqueta Vasquez,7.53 x 5,Photocopy,306EV_081218_001,,,
cb074,"Family photo, Enriqueta Vasquez and children (front)",,,,"Black and white professional photo of Enriqueta Vasquez's family. Enriqueta and daughter Ramona sitting in foreground, son Ruben sitting behind. The back reads: ""Figure 4: Enriqueta Vasquez.""",Enriqueta Vasquez; Photograph; family photograph; Vasquez archive; JAG;  Ramona Vasquez; Ruben Vasquez,Image;Stillimage,image/jpg,,306ev081218005.jpg,306EV_081218_005.jpg,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev081218005.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev081218005.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev081218005.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev081218005.jpg,Enriqueta Vasquez,,,,Enriqueta Vasquez,6x4,Photograph,306EV_081218_005,,,
cb071,Portrait of young Enriqueta Vasquez outside (front),Betita Martinez,,1969,"Black and white portrait of Enriqueta Vasquez standing outside. The back reads: ""Figure 6 Enriqueta Vasquez."" Photo taken in 1969 at El Grito headquarters by Betita Martinez.",Enriqueta Vasquez; 1969; 1960s; Betita Martinez; El Grito del Norte; Photograph; Vasquez archive; JAG; ,Image;Stillimage,image/jpg,,306ev081218010.jpg,306EV_081218_010.jpg,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev081218010.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev081218010.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev081218010.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev081218010.jpg,Enriqueta Vasquez,,,,Enriqueta Vasquez,5x7,Photograph,306EV_081218_010,,Betita Martinez,
cb070,Enriqueta outdoors reading El Grito,David Gilroy,,2003,"Black and white photograph of Enriqueta Vasquez reading El Grito del Norte newspaper, firewood in the background and a smile on her face. El Grito del Norte was a foundational Chicana/o movement and third world internationalist newspaper which she produced with Betita Martinez, Bevelry Axelrod, and others in Española, New Mexico from 1968 to 1973. Photo taken by David Gilroy in 2003",Enriqueta Vasquez; El Grito del Norte; Photograph; David Gilroy; 2003; 2000s; Vasquez archive; JAG; ,Image;Stillimage,image/jpg,,306ev081218035.jpg,306EV_081218_035.jpg,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev081218035.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev081218035.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev081218035.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev081218035.jpg,Enriqueta Vasquez,,,,Enriqueta Vasquez,4x5,Photograph,306EV_081218_035,,David Gilroy,
cb067,"Enriqueta Vasquez shaking hand of Queen of Spain, 1992 (front)",,,1992,"Color, group photo of Enriqueta shaking hand of Reina Sophia, queen of Spain, in 1992. Indigenous woman in foreground in profile. As ""part of an intertribal indigenous delegation,"" Enriqueta traveled to Spain in 1992 for the 500-year anniversary of Christopher Columbus' voyage to the Americas. The delegation ""provided through speeches and ceremony a counter-balance to the nation's festivities marking the anniversary"" (Enriqueta Vasquez and the Chicano Movement, xliii).",Enriqueta Vasquez; Spain; Reina Sofía; Vasquez archive; Photograph; JAG;  1992; 1990s; Madrid; Queen Sofía of Spain; indigenous; Native American; American Indian; quincentennial; Columbus,Image;Stillimage,image/jpg,,306ev081218074.jpg,306EV_081218_074.jpg,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev081218074.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev081218074.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev081218074.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev081218074.jpg,Enriqueta Vasquez,,,,Enriqueta Vasquez,4x5,Photograph,306EV_081218_074,,,
cb068,"""Federal Court Lawsuit Filed Against Taos School Chief"" newspaper article",Albuquerque Journal,,5/8/1970,"A newspaper article titled ""Federal Court Lawsuit Filed Against Taos School Chief"" in the Albuquerque Journal on May 8, 1970. The article covers Enriqueta Vasquez's filing of a federal lawsuit against Taos Junior High School, her daughter Ramona's school. Ramona wore an armband and a Mao Zedong pin to school, but both were confiscated by school authorities and a memorandum was issued banning ""these trouble-making devices.""",Enriqueta Vasquez; Ramona Vasquez; Mao Zedong; Che Guevara; freedom of speech; protest; Albuquerque; New Mexico; student; 1980; 1980s; Vasquez archive; JAG;  Taos Junior High School; U.S. District Court; armband; Albuquerque Journal,Image;Stillimage,image/jpeg,,306ev081218103.jpeg,306EV_081218_103.jpeg,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev081218103.jpeg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev081218103.jpeg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev081218103.jpeg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev081218103.jpeg,Enriqueta Vasquez,,,,Enriqueta Vasquez,8.5x11,Newspaper article,306EV_081218_103.tiff,,Albuquerque Journal,
cb065,"Mural of three women, by Enriqueta Vasquez",Enriqueta Vasquez,,,A colorful mural of three women of different ages holding their noses and looking away from the viewer. By Enriqueta Vasquez.,Enriqueta Vasquez; mural; Art; Vasquez archive; JAG; ,Image;Stillimage,image/jpg,,306ev08122018217a.jpg,306EV_08122018_217_a.jpg,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev08122018217a.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev08122018217a.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev08122018217a.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev08122018217a.jpg,Enriqueta Vasquez,,,,Enriqueta Vasquez,"ex: 8.5"" by 11""",Art,306EV_08122018_217_a.jpg,,Enriqueta Vasquez,
cb076,"A La Madre Yaqui, painting by Enriqueta Vasquez (view 1)",Enriqueta Vasquez,,,"A painting of a woman walking in the desert with her child on her back, and an animal skin draped over the child. Made by Enriqueta Vasquez.",Enriqueta Vasquez; Art; painting; Yaqui; Yaqui massacre; Vasquez archive; JAG; ,Image;Stillimage,image/jpg,,306ev08122018219a.jpg,306EV_08122018_219_a.jpg,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev08122018219a.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev08122018219a.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev08122018219a.jpg,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/306ev08122018219a.jpg,Vasquez archive,,,,Enriqueta Vasquez,"ex: 8.5"" by 11""",Painting,306EV_08122018_219_a.jpg,,Enriqueta Vasquez,
cb136,"Brown Berets in truck in front of Paramount Theater, Austin, Texas",Nancy de los Santos,,1977,"Image of protestors at the police brutality march. The police brutality march was held to commemorate Jose Torres who was killed in Houston, TX in 1977",joe torres; jose torres; Nancy de los Santos; Nancy de los Santos collection;  austin; texas; Brown Berets; police brutality; Photograph,Image;Stillimage,image/png,,31fa1b5d3a8d4b0796a08c74081eac8a.png,31fa1b5d-3a8d-4b07-96a0-8c74081eac8a.png,image,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/31fa1b5d3a8d4b0796a08c74081eac8a.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/31fa1b5d3a8d4b0796a08c74081eac8a.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/31fa1b5d3a8d4b0796a08c74081eac8a.png,https://raw.githubusercontent.com/marcosvdotcom/sandbox/refs/heads/main/cft/31fa1b5d3a8d4b0796a08c74081eac8a.png,,,,,Nancy de los Santos,unknown,black and white photo,1401_0011NDLSR_111014_084,,Nancy de los Santos,
