objectid,filename_og,title,creator,creator_title,date,date_og,description,subject,type,format,language,identifier,base name,extension,overfow1,overflow2,display_template,base url,image_small,image_thumb,object_location,collection,location,latitude,longitude,source,format original,type-og,identifier-og,language,rights,rightsstatement,image_alt_text
cb100,0015_VM092114_0027.png,Chicago Sun-Times article by Virginia Martinez,Virginia Martinez,,1990-12-13,12/13/1990,n/a,n/a,Image;Stillimage,image/png,,0015vm0921140027.png,0015vm0921140027,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/0015vm0921140027_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/0015vm0921140027_th.jpg,https://cpmrark.reclaim.hosting/objects/0015vm0921140027.png,Virginia Martinez,,,,Virginia Martinez,n/a,Newspaper article,0015_VM092114_0027.tiff,,Virginia Martinez,,n/a
cb101,0015_VM092114_0009.png,Chicago Sun-Times article by Virginia Martinez 2,Virginia Martinez,,1990-12-20,12/20/1990,n/a,n/a,Image;Stillimage,image/png,,0015vm0921140009.png,0015vm0921140009,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/0015vm0921140009_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/0015vm0921140009_th.jpg,https://cpmrark.reclaim.hosting/objects/0015vm0921140009.png,Virginia Martinez,,,,Virginia Martinez,n/a,Newspaper article,0015_VM092114_0009.tiff,,Virginia Martinez,,n/a
cb104,0015_VM092114_0025.png,Chicago Sun-Times article by Virginia Martinez 3,Virginia Martinez,,1990-12-27,12/27/1990,n/a,n/a,Image;Stillimage,image/png,,0015vm0921140025.png,0015vm0921140025,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/0015vm0921140025_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/0015vm0921140025_th.jpg,https://cpmrark.reclaim.hosting/objects/0015vm0921140025.png,,,,,Virginia Martinez,6x6,Newspaper article,0015_VM092114_0025.tiff,,Virginia Martinez,,n/a
cb284,d44eedce-a777-4435-b689-596b8e2aabc9.png,Chicana Conference Rainbow Poster,Unknown,,1973-1-6,1/6/1973,"A minimalistic four-color poster for the SDCC Chicana Conference in January, 1973.", Sonia Lopez archive; sonia lopez; poster; 1970s; 1973; SDCC; chicana conference,Image;Stillimage,image/png,,d44eedcea7774435b689596b8e2aabc9.png,d44eedcea7774435b689596b8e2aabc9,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/d44eedcea7774435b689596b8e2aabc9_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/d44eedcea7774435b689596b8e2aabc9_th.jpg,https://cpmrark.reclaim.hosting/objects/d44eedcea7774435b689596b8e2aabc9.png,,,,,Sonia Lopez,"6"" x 8""",Poster,DSC_2767.JPG,,Unknown,,"A minimalistic four-color poster for the SDCC Chicana Conference in January, 1973."
cb092,,"Chicana Research and Learning Center Concept Paper, 1974",Evey Chapa,,1974-9-1,9/1/1974,"A Concept Paper for the Chicana Research and Learning Center, written by Evey Chapa in 1974, that lays out the purpose and need for the Chicana Resarch and Learning Center. The paper lists the following staff: Evey Chapa, Executive Director, Belinda Herrera, Research Director, Martha Cotera, Chair of Board of directors, Lydia Espinoza (South Bend) former Research Director, Emilio Zamora, Aurelio Montemayor, Rebecca Pedroza, Cecilia Burciaga, Cecialia Suarez, Juan Gomez Quinones",austin; Evey Chapa; Chicana Research and Learning Center; CRLC; Cecilia Burciaga; Midwest; Cotera Archive; Cecilia Suarez; Aurelio Montomayor;  Emilia Zamora; Juan Gomez Quinones; 1974; Rebecca Pedrazo; Michigan; 1970s; texas; MSU Collection; Belinda Herrera; Lydia Espinoza,Image;Stillimage,application/pdf,,cb092.pdf,cb092,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb092_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb092_th.jpg,https://cpmrark.reclaim.hosting/objects/cb092.pdf,MSU Special Collections,,,,,8.5x11,Paper,"Unpublished Chapa,Evey Sept74_JJG3.36_.pdf",,Evey Chapa,,"A Concept Paper for the Chicana Research and Learning Center, written by Evey Chapa in 1974, that lays out the purpose and need for the Chicana Resarch and Learning Center. The paper lists the following staff: Evey Chapa, Executive Director, Belinda Herrera, Research Director, Martha Cotera, Chair of Board of directors, Lydia Espinoza (South Bend) former Research Director, Emilio Zamora, Aurelio Montemayor, Rebecca Pedroza, Cecilia Burciaga, Cecialia Suarez, Juan Gomez Quinones"
cb212,Screen Shot 2015-11-02 at 6.07.03 PM.png,Chicana Welfare Rights Group on TV 4 Photograph,Unknown,,1973-1-1,1/1/1973,"A clipping from the East L.A. Tribune spotlighting an episode of KNBC's public affairs program, Impacto with Manuel Aragon, that features members of the Chicana Welfare Rights Organization, including Alicia Escalante.",1970s; 1973; Alicia Escalante; Anna Nieto Gomez; Chicana Welfare Rights Organization;  East L.A. Tribune; Jesse Corona; Manuel Aragon; Pat Estrada,Image;Stillimage,image/jpg,,screenshot20151102at6.07.03pm.png,cb212,,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb212_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb212_th.jpg,https://cpmrark.reclaim.hosting/objects/cb212.png,N/A,,,,Alicia Escalante,Unknown,Photograph,%22%22Chicana Welfare Rights Group on TV 4%22%22 Photograph.jpg,,Unknown,,"A clipping from the East L.A. Tribune spotlighting an episode of KNBC's public affairs program, Impacto with Manuel Aragon, that features members of the Chicana Welfare Rights Organization, including Alicia Escalante."
cb199,40ba9de0-e987-43ea-a9f2-bab5e0966c48.png,Chicano Staff Resignation Letter,Chicano Staff at the University of Washington,,1975-5-8,May 8th 1975,"Yolanda Alaniz was one of the leaders in the student, staff and faculty strike protesting the firing of two Chicano administrators and the secretary of Chicana/o Studies from the University of Washington. This is their resignation in solidarity.",Resignation; Chicano Staff; Chicanos in higher education,Image;Stillimage,image/png,,40ba9de0e98743eaa9f2bab5e0966c48.png,40ba9de0e98743eaa9f2bab5e0966c48,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/40ba9de0e98743eaa9f2bab5e0966c48_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/40ba9de0e98743eaa9f2bab5e0966c48_th.jpg,https://cpmrark.reclaim.hosting/objects/40ba9de0e98743eaa9f2bab5e0966c48.png,,,,,Yolanda Alaniz,1.07 MB,Document,,,Chicano Staff at the University of Washington,,"Yolanda Alaniz was one of the leaders in the student, staff and faculty strike protesting the firing of two Chicano administrators and the secretary of Chicana/o Studies from the University of Washington. This is their resignation in solidarity."
cb288,7665cfed-a84e-4df1-ad78-d10532bfeb90.png,Chicano Teatro Poster,Unknown,,1970s,1970s,A Chicano Teatro poster advertising several performance groups., Sonia Lopez archive; sonia lopez; poster; 1970s; chicano teatro,Image;Stillimage,image/png,,7665cfeda84e4df1ad78d10532bfeb90.png,7665cfeda84e4df1ad78d10532bfeb90,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/7665cfeda84e4df1ad78d10532bfeb90_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/7665cfeda84e4df1ad78d10532bfeb90_th.jpg,https://cpmrark.reclaim.hosting/objects/7665cfeda84e4df1ad78d10532bfeb90.png,,,,,Sonia Lopez,"14"" x 12""",Poster,DSC_2775.JPG,,Unknown,,A Chicano Teatro poster advertising several performance groups.
cb151,1401_0011NDLSR_111014_01401_0011NDLSR_111114_240.jpeg,Color photo of woman exiting pulqueria as people walk by,Nancy de los Santos,,1970s,1970s,Photo of pulqueria shows that there are seperate entrances for men and women.,International Women's Year Conference;  IWY; Mujeres Latinas en Acción; Nancy de los Santos; Nancy de los Santos collection; Mexico City; MABPW; Chicana Chicago; 1975; 1970s,Image;Stillimage,image/jpeg,,14010011ndlsr111014014010011ndlsr111114240.jpeg,cb151,,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb151_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb151_th.jpg,https://cpmrark.reclaim.hosting/objects/cb151.jpeg,Nancy de los Santos,,,,Nancy de los Santos,"3"" x 4.5""",Color photograph,1401_0011NDLSR_111014_01401_0011NDLSR_111114_240,,Nancy de los Santos,,Photo of pulqueria shows that there are seperate entrances for men and women.
cb033,,Concilio de Arte Popular brochure,Concilio de Arte Popular,,1979,1979,"CPMR, de la Riva Family Archive, Chicano, California, Mexican American, Gay, Queer, Lesbian, membership, brochure, Concilio de Arte Popular, Centro de Arte, Chicano art, 1979, 1970s, Royal Chicano Air Force, RCAF", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; membership; brochure; Concilio de Arte Popular; Centro de Arte; Chicano art; 1979; 1970s; Royal Chicano Air Force; RCAF,Image;Stillimage,application/pdf,,cb033.pdf,cb033,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb033_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb033_th.jpg,https://cpmrark.reclaim.hosting/objects/cb033.pdf,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,"8.5"" by 11""",brochure,500_OHR_06052022_021,,Concilio de Arte Popular,,"CPMR, de la Riva Family Archive, Chicano, California, Mexican American, Gay, Queer, Lesbian, membership, brochure, Concilio de Arte Popular, Centro de Arte, Chicano art, 1979, 1970s, Royal Chicano Air Force, RCAF"
cb089,,Conferencia Para Chicanas Agenda,N/A,,1974-9-23,9/23/1974,Agenda and information for Conferencia Para Chicanas in 1974.,texas; 1974;  Cotera Archive; RUP; 1970s; Conferencia para Chicanas; conference; Martha Cotera; Evey Chapa,Image;Stillimage,application/pdf,,cb089.pdf,cb089,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb089_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb089_th.jpg,https://cpmrark.reclaim.hosting/objects/cb089.pdf,n/a,,,,,8.5x11,conference agenda,Conferencia Para Chicanas_23Feb1974.pdf,,N/A,,Agenda and information for Conferencia Para Chicanas in 1974.
cb329,Corky Gonzalez Speech Photo Front and Back.png,Corky Gonzalez Speech Photo,Unknown,,2000-4-1,4/1/2000,"A photo of Corky Gonzalez giving a speech. Behind him, Rita Sanchez smiles.", rita sanchez archive; rita sanchez; 2000s; 2000; photo; Corky Gonzalez; speech; chicanas; chicanos; chicano park day,Image;Stillimage,image/png,,corkygonzalezspeechphotofrontandback.png,corkygonzalezspeechphotofrontandback,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/corkygonzalezspeechphotofrontandback_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/corkygonzalezspeechphotofrontandback_th.jpg,https://cpmrark.reclaim.hosting/objects/corkygonzalezspeechphotofrontandback.png,,,,,Rita Sanchez,"6"" x 4""",photograph,041RS080613-010.tif,,Unknown,,"A photo of Corky Gonzalez giving a speech. Behind him, Rita Sanchez smiles."
cb069,,"Correspondence, Enriqueta Vasquez and Betita Martinez on longhairs, May 26 1969",Betita Martinez,,1969-5-26,5/26/1969,"Correspondence from Betita Martinez to Enriqueta and Bill Vasquez in May 1969 on the subject of ""longhairs,"" or hippies and other counterculture people who moved to New Mexico en masse during the 1960s and 1970s. The letter includes what could be Betita's own typographical corrections in pencil.",Enriqueta Vasquez; Betita Martinez; Bill Longeaux; longhairs; hippies; New Mexico; 1969; 1960s; correspondence; Vasquez archive; JAG; ,Image;Stillimage,application/pdf,,cb069.pdf,cb069,pdf,,,pdf,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb069_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb069_th.jpg,https://cpmrark.reclaim.hosting/objects/cb069.pdf,Enriqueta Vasquez,,,,Enriqueta Vasquez,8.5x11,Correspondence,306EV_081318_146_merged.pdf,,Betita Martinez,,"Correspondence from Betita Martinez to Enriqueta and Bill Vasquez in May 1969 on the subject of ""longhairs,"" or hippies and other counterculture people who moved to New Mexico en masse during the 1960s and 1970s. The letter includes what could be Betita's own typographical corrections in pencil."
cb190,1977-IWY-NWC-cotera-wiener-book.png,Cotera - 1977 - IWY - NWC - Wiener Book,Unknown,,1977,1977,"Photograph shows Martha Cotera at the 1977 International Women's Year National Women's Conference in Houston, Texas. Taken from Wiener's Book.", Martha Cotera; Cotera Archive; Martha Cotera Collection; 1977; International Women's Year; National Women's Conference; Wiener; Houston; Texas Coordinating Committee,Image;Stillimage,image/png,,1977iwynwccoterawienerbook.png,1977iwynwccoterawienerbook,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/1977iwynwccoterawienerbook_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/1977iwynwccoterawienerbook_th.jpg,https://cpmrark.reclaim.hosting/objects/1977iwynwccoterawienerbook.png,Unknown,,,,Martha Cotera Collection,1146x793,Photograph,1997-IWY-NWC-cotera-wiener-book.jpg,,Unknown,,"Photograph shows Martha Cotera at the 1977 International Women's Year National Women's Conference in Houston, Texas. Taken from Wiener's Book."
cb163,216JG_112115_0024_a (555x800).jpg,Cover of Crystal Apple Awards Program 2003,"College of Education, Michigan State University",,2003,2003,Cover of Crystal Apple Awards program from 2003 when Juana Gonzales received award.,juana Gonzales; juana gonzales collection;  tdkdsr; Crystal Apple Award; 2003; michigan state university; Event Program; 2000s,Image;Stillimage,image/jpg,,216jg1121150024a(555x800).jpg,216jg1121150024a(555x800),jpg,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/216jg1121150024a(555x800)_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/216jg1121150024a(555x800)_th.jpg,https://cpmrark.reclaim.hosting/objects/216jg1121150024a(555x800).jpg,Juana Gonzales,,,,Juana Gonzales,"7""x10.5""",Event Program,216JG_112115_0024_a.tiff,,"College of Education, Michigan State University",,Cover of Crystal Apple Awards program from 2003 when Juana Gonzales received award.
cb267,Cover of El Popo Femenil.png,Cover of El Popo Femenil,Unknown,,unknown,unknown,"Cover of El Popo Femenil, a special edition of the California State-Northridge MEChA newspaper which focused on Chicana experiences",1970s; California State-Northridge; Anna NietoGomez; 35 mm transparency; El Popo Femenil,Image;Stillimage,image/png,,coverofelpopofemenil.png,coverofelpopofemenil,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/coverofelpopofemenil_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/coverofelpopofemenil_th.jpg,https://cpmrark.reclaim.hosting/objects/coverofelpopofemenil.png,unknown,,,,Anna NietoGomez,"2""x2""",35 mm transparency,006ANG_111214_023,,Unknown,,"Cover of El Popo Femenil, a special edition of the California State-Northridge MEChA newspaper which focused on Chicana experiences"
cb320,07b9a028-5b03-4d27-9a9d-6745c963ca88.png,Cover of Teatro Frontera Booklet,Olivia Puentes Reynolds,,unknown,unknown,"The cover of a booklet entilted ""Teatro Frontera.""", Olivia Puentes Reynolds Archive; olivia puentes reynolds; 1970s; teatro frontera; booklet,Image;Stillimage,image/png,,07b9a0285b034d279a9d6745c963ca88.png,07b9a0285b034d279a9d6745c963ca88,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/07b9a0285b034d279a9d6745c963ca88_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/07b9a0285b034d279a9d6745c963ca88_th.jpg,https://cpmrark.reclaim.hosting/objects/07b9a0285b034d279a9d6745c963ca88.png,,,,,Olivia Puentes Reynolds,"8.5"" x 11""",booklet,039OPR080513-016.tif,,Olivia Puentes Reynolds,,"The cover of a booklet entilted ""Teatro Frontera."""
cb265,"Covert Artwork of La Gente - UCLA Student Newspaper in support of Anna Nieto Gomez, March 1976.png","Covert Artwork of La Gente - UCLA Student Newspaper in support of Anna Nieto Gomez, March 1976",Unknown,,1976,1976,"Covert art of Volume 6, Number 4 of La Gente de Aztlan, a UCLA student newspaper in support of Anna Nieto Gomez's tenure battle at California State-Northridge. Features artwork in celebration of International Women's Day; in the lower right-hand corner, one woman carries a sign which reads: ""Support Anna Nieto Gomez.""",Anna NietoGomez; Anna Nieto Gomez tenure battle; California State-Northridge; La Gente de Aztlan; UCLA; 1976; 1970s; Barbara Carrasco; 35 mm transparency,Image;Stillimage,image/png,,"covertartworkoflagenteuclastudentnewspaperinsupportofannanietogomez,march1976.png","covertartworkoflagenteuclastudentnewspaperinsupportofannanietogomez,march1976",png,,,image,https://cpmrark.reclaim.hosting/,"https://cpmrark.reclaim.hosting/objects/small/covertartworkoflagenteuclastudentnewspaperinsupportofannanietogomez,march1976_sm.jpg","https://cpmrark.reclaim.hosting/objects/thumbs/covertartworkoflagenteuclastudentnewspaperinsupportofannanietogomez,march1976_th.jpg","https://cpmrark.reclaim.hosting/objects/covertartworkoflagenteuclastudentnewspaperinsupportofannanietogomez,march1976.png",unknown,,,,Anna NietoGomez,"2""x2""",35 mm transparency,006ANG_111214_031,,Unknown,,"Covert art of Volume 6, Number 4 of La Gente de Aztlan, a UCLA student newspaper in support of Anna Nieto Gomez's tenure battle at California State-Northridge. Features artwork in celebration of International Women's Day; in the lower right-hand corner, one woman carries a sign which reads: ""Support Anna Nieto Gomez."""
cb142,a9b79494-e14e-485c-a6ef-0afe40ebb5e6.png,Crowd at police brutality protest,Nancy de los Santos,,1977,1977,"Image of protestors against police brutality. Jose Torres who was killed in Houston, TX in 1977",joe torres; Nancy de los Santos; Nancy de los Santos collection; Photograph; police brutality; 1977;  1970s; jose torres; austin; texas,Image;Stillimage,image/png,,a9b79494e14e485ca6ef0afe40ebb5e6.png,a9b79494e14e485ca6ef0afe40ebb5e6,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/a9b79494e14e485ca6ef0afe40ebb5e6_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/a9b79494e14e485ca6ef0afe40ebb5e6_th.jpg,https://cpmrark.reclaim.hosting/objects/a9b79494e14e485ca6ef0afe40ebb5e6.png,,,,,Nancy de los Santos,unknown,black and white photo,1401_0011NDLSR_111014_079,,Nancy de los Santos,,"Image of protestors against police brutality. Jose Torres who was killed in Houston, TX in 1977"
cb127,Copy of policemen.png,Crowd of male police officers,Nancy de los Santos,,1970s,1970s,Black and white photograph of a crowd of male police officers outside. There is a welcome banner in the background.,Nancy de los Santos collection; Nancy de los Santos;  1970s; police; photo; la historia de Nancy,Image;Stillimage,image/png,,copyofpolicemen.png,copyofpolicemen,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/copyofpolicemen_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/copyofpolicemen_th.jpg,https://cpmrark.reclaim.hosting/objects/copyofpolicemen.png,Nancy de los Santos,,,,Nancy de los Santos,"ex: 8.5"" by 11""",Image,1401_0011NDLSR_111114_131,,Nancy de los Santos,,Black and white photograph of a crowd of male police officers outside. There is a welcome banner in the background.
cb139,ee370640-6bf7-4e01-ba41-85b9c1be73a0.png,Crowd protesting police brutality in Texas,Nancy de los Santos,,1977,1977,"Image of protestors at the police brutality march. The police brutality march was held to commemorate Jose Torres who was killed in Houston, TX in 1977",joe torres; jose torres;  Nancy de los Santos; Nancy de los Santos collection; 1977; 1970s; austin; texas; Photograph; police brutality,Image;Stillimage,image/png,,ee3706406bf74e01ba4185b9c1be73a0.png,ee3706406bf74e01ba4185b9c1be73a0,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/ee3706406bf74e01ba4185b9c1be73a0_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/ee3706406bf74e01ba4185b9c1be73a0_th.jpg,https://cpmrark.reclaim.hosting/objects/ee3706406bf74e01ba4185b9c1be73a0.png,,,,,Nancy de los Santos,unknown,black and white photo,1401_0011NDLSR_111014_078,,Nancy de los Santos,,"Image of protestors at the police brutality march. The police brutality march was held to commemorate Jose Torres who was killed in Houston, TX in 1977"
cb204,Screen Shot 2015-11-02 at 7.15.12 PM.png,CWRO Float in Denver Crusade for Justice Parade,N/A,,1970s,,"Photo of the Chicana Welfare Rights Organization float in the Denver Crusade for Justice, a Chicano civil rights organization, parade in front of the Denver post office.",1970; 1970s; Alicia Escalante; Chicana Welfare Rights Organization; Denver; Crusade for Justice; parade,Image;Stillimage,image/png,,screenshot20151102at7.15.12pm.png,cb204,,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/cb204_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/cb204_th.jpg,https://cpmrark.reclaim.hosting/objects/cb204.png,N/A,,,,Alicia Escalante,Unknown,Photograph,CWRO Float in Denver Crusade for Justice Parade Photograph.jpg,,N/A,,"Photo of the Chicana Welfare Rights Organization float in the Denver Crusade for Justice, a Chicano civil rights organization, parade in front of the Denver post office."
cb003,500_OHR_06232022_055.png,de la Riva family at Pacific Coast Manor,Unknown,,2017,2018,"Post-meal photo of a portion of the de la Riva family celebrating the visit of Lola's first grandchild, Trent Marley Cuahtémoc de la Riva, at an IHOP near Pacific Coast Manor. Trent is the first son of Tim de la Riva, one of the twins. Included here are all the de la Riva women who currently live in Santa Cruz. From left to right: Lily de la Riva, Liz de la Riva, Lola de la Riva, Trent de la Riva, Laura dela Riva, Osa Hidalgo de la Riva.", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; Osa Hidalgo de la Riva; Lola de la Riva; Santa Cruz; Trent Marley Cuahtémoc; Pacific Coast Manor; Lily de la Riva; Liz de la Riva; Trent de la Riva; Laura de la Riva; 2018; family dinner,Image;Stillimage,image/png,,500ohr06232022055.png,500ohr06232022055,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/500ohr06232022055_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/500ohr06232022055_th.jpg,https://cpmrark.reclaim.hosting/objects/500ohr06232022055.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,n/a,digital photograph,500_OHR_06232022_055,,Unknown,,"Post-meal photo of a portion of the de la Riva family celebrating the visit of Lola's first grandchild, Trent Marley Cuahtémoc de la Riva, at an IHOP near Pacific Coast Manor. Trent is the first son of Tim de la Riva, one of the twins. Included here are all the de la Riva women who currently live in Santa Cruz. From left to right: Lily de la Riva, Liz de la Riva, Lola de la Riva, Trent de la Riva, Laura dela Riva, Osa Hidalgo de la Riva."
cb056,500_OHR_03022022_001.png,de la Riva Mujeres at Me & Mr. Mauri screening,,,2014-6-1,6/1/2014,"Santa Cruz and Stockton familia after the debut screening of Me & Mr. Mauri at the Mission Cultural Center for Latino Arts (MCCLA) in San Francisco. Laura, Liliana, Liz, Lola, and Osa were all credited as co-directors of the film. People from left to right: Laura de la Riva, Liliana dela Riva, Liz Hidalgo de la Riva, Osa Hidalgo de la Riva, Alicia Nevarez, Roberto Nevarez, unknown MCCLA staff, Lola de la Riva, MCCLA technician", de la Riva Family Archive; Chicano; california; Bay Area; family; Mexican American; Mission Cultural Center for Latino Arts; San Francisco; 2014; queer film; Mujerista; Stockton,Image;Stillimage,image/png,,500ohr03022022001.png,500ohr03022022001,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/500ohr03022022001_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/500ohr03022022001_th.jpg,https://cpmrark.reclaim.hosting/objects/500ohr03022022001.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,N/A,digital photograph,500_OHR_03022022_001,,,,"Santa Cruz and Stockton familia after the debut screening of Me & Mr. Mauri at the Mission Cultural Center for Latino Arts (MCCLA) in San Francisco. Laura, Liliana, Liz, Lola, and Osa were all credited as co-directors of the film. People from left to right: Laura de la Riva, Liliana dela Riva, Liz Hidalgo de la Riva, Osa Hidalgo de la Riva, Alicia Nevarez, Roberto Nevarez, unknown MCCLA staff, Lola de la Riva, MCCLA technician"
cb038,500_OHR_06042022_016.png,de la Riva painted tile,Osa Hidalgo de la Riva,,2014,2014,"Lily and Osa have the same birthday, and this piece was made on their birthday. It was made at a store called Petroglyphs in Santa Cruz where customers can choose ceramic pieces to paint or glaze and they are fired and finished by the store. It contains a few of Osa's favorite motifs: rainbows, your family name, Caló calligraphy representative of Osa's long-established typography work. To Osa, as a 'Chicana Lesbiana' ""c/s"" or ""con safos"" is an invocation of Sappho, the Greek poet. Osa studied he", de la Riva Family Archive; Chicano; california; Mexican American; Gay; Queer; Lesbian; sisters; Santa Cruz; Petroglyphs; ceramics; rainbow; Caló; typography; Sappho; Greek mythology; Master's thesis; San Francisco State University; creative writing; Northern Africa; con safos; chicana lesbiana; 2014; 2010s; Liliana Maya dela Riva; niece; aunt; tía,Image;Stillimage,image/png,,500ohr06042022016.png,500ohr06042022016,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/500ohr06042022016_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/500ohr06042022016_th.jpg,https://cpmrark.reclaim.hosting/objects/500ohr06042022016.png,Osa Hidalgo de la Riva,,,,Osa Hidalgo de la Riva,"6""x6""",ceramic tile,500_OHR_06042022_016,,Osa Hidalgo de la Riva,,"Lily and Osa have the same birthday, and this piece was made on their birthday. It was made at a store called Petroglyphs in Santa Cruz where customers can choose ceramic pieces to paint or glaze and they are fired and finished by the store. It contains a few of Osa's favorite motifs: rainbows, your family name, Caló calligraphy representative of Osa's long-established typography work. To Osa, as a 'Chicana Lesbiana' ""c/s"" or ""con safos"" is an invocation of Sappho, the Greek poet. Osa studied he"
cb314,c28b471f-18b9-478e-862c-1ac0be72de12.png,Declaration of Independence of Mestizo Nation,Olivia Puentes Reynolds Archive,,unknown,unknown,Pages 20 and 21 of a booklet featuring a declaration of the independence of a Mestizo nation., Olivia Puentes Reynolds Archive; olivia puentes reynolds; 1970s; teatro frontera; booklet; poetry; San Diego State College; SDSC; Aztlan; independence,Image;Stillimage,image/png,,c28b471f18b9478e862c1ac0be72de12.png,c28b471f18b9478e862c1ac0be72de12,png,,,image,https://cpmrark.reclaim.hosting/,https://cpmrark.reclaim.hosting/objects/small/c28b471f18b9478e862c1ac0be72de12_sm.jpg,https://cpmrark.reclaim.hosting/objects/thumbs/c28b471f18b9478e862c1ac0be72de12_th.jpg,https://cpmrark.reclaim.hosting/objects/c28b471f18b9478e862c1ac0be72de12.png,,,,,Olivia Puentes Reynolds,"8.5"" x 22""",booklet,039OPR080513-026.tif,,Olivia Puentes Reynolds Archive,,Pages 20 and 21 of a booklet featuring a declaration of the independence of a Mestizo nation.
